society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
godrej oasis,flat,sector 88a,1.15,7116.0,1616.0,Super Built up area 1616(150.13 sq.m.)Carpet area: 1168 sq.ft. (108.51 sq.m.),2,2,3,14.0,South-East,Relatively New,1616.0,,1168.0,1,0,0,0,0,0,174
pooja apartment,flat,sector 3 phase 3 extension,0.25,3571.0,700.0,Carpet area: 700 (65.03 sq.m.),2,2,2,2.0,East,Relatively New,,,700.0,0,0,0,0,0,0,0
experion windchants,flat,sector 112,4.75,12622.0,3763.0,Super Built up area 3763(349.59 sq.m.),3,5,3+,4.0,West,Relatively New,3763.0,,,0,1,0,0,0,1,42
ambience creacions,flat,sector 22,2.0,14492.0,1380.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,9.0,East,Relatively New,,,1380.0,0,0,0,0,0,0,49
mittal surya vihar,flat,sector 21,1.4,5833.0,2400.0,Super Built up area 2400(222.97 sq.m.),5,4,2,2.0,,Moderately Old,2400.0,,,0,0,0,0,0,0,0
vipul tatvam villa,house,sector 48,7.35,22812.0,3222.0,Plot area 358(299.33 sq.m.),4,5,2,2.0,South,Moderately Old,,3222.0,,1,1,1,0,0,1,144
sare homes,flat,sector 92,0.95,4750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,17.0,East,New Property,2000.0,1983.0,1900.0,0,0,0,0,0,0,7
m3m skywalk,flat,sector 74,1.54,11000.0,1400.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,22.0,South,Relatively New,1400.0,1200.0,1100.0,0,0,0,0,1,0,137
suncity platinum towers,flat,sector 28,6.2,23091.0,2685.0,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,21.0,South,Relatively New,2685.0,2000.0,1900.0,0,1,0,0,0,1,160
godrej summit,flat,sector 104,1.1,8669.0,1269.0,Super Built up area 1269(117.89 sq.m.),2,2,3,16.0,East,Under Construction,1269.0,,,0,0,0,0,1,0,88
signature global orchard avenue,flat,sector 93,0.4,7359.0,544.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,New Property,,,543.57695,0,0,0,0,0,0,37
shyam apartment,flat,sector 3,0.26,3714.0,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2,1,2,2.0,,Relatively New,700.0,,530.0,0,0,0,0,0,0,0
vatika sovereign park,flat,sector 99,2.45,8812.0,2780.0,Super Built up area 2780(258.27 sq.m.),3,4,3,1.0,East,New Property,2780.0,,,0,1,0,0,0,1,165
shree vardhman flora,flat,sector 90,0.75,5769.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,3,8.0,North-East,Undefined,,,1300.0,0,0,0,0,0,0,60
tulip yellow,flat,sector 69,1.8,10563.0,1704.0,Carpet area: 1704 (158.31 sq.m.),3,3,3,14.0,East,Under Construction,,,1704.0,0,0,0,0,0,0,49
godrej summit,flat,sector 104,1.35,5014.0,2692.0,Carpet area: 2692 (250.09 sq.m.),4,5,3+,0.0,South-East,Relatively New,,,2692.0,1,1,1,0,0,0,88
ramsons kshitij,flat,sector 95,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,12.0,North-East,Relatively New,,,3212.0,0,0,0,0,0,0,56
cancon enclave,flat,sector 4,1.05,7777.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,2,2,2.0,,New Property,,,1350.0,0,0,0,0,0,1,0
bestech park view residency,flat,sector 2,1.26,8051.0,1565.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,Moderately Old,1565.0,,,1,0,0,0,0,0,84
ats tourmaline,flat,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3,3,3+,9.0,East,Relatively New,1750.0,,,0,0,0,0,0,0,95
signature global city,flat,sector 37d,0.68,11724.0,580.0,Carpet area: 580 (53.88 sq.m.),2,2,3,9.0,,New Property,,,580.0,0,0,0,0,1,0,58
dlf the primus,flat,sector 82a,1.85,10283.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,2.0,South,Relatively New,1799.0,,1538.0,0,0,0,0,0,1,44
rof ananda,flat,sector 95,0.2,5463.0,366.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,9.0,South-West,Relatively New,,,366.0802389999999,0,0,0,0,0,0,52
sare green parc phase 3,flat,sector 92,1.1,6875.0,1600.0,Carpet area: 1600 (148.64 sq.m.),4,3,2,12.0,North,New Property,,,1600.0,0,0,0,0,0,0,15
tulip monsella,flat,sector 53,5.6,19363.0,2892.0,Super Built up area 2892(268.68 sq.m.),3,3,3+,1.0,,Under Construction,2892.0,,,0,0,0,0,0,0,42
ss the leaf,flat,sector 85,1.15,11966.0,961.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2,2,3,20.0,North-East,Relatively New,1741.0,1263.0,961.0,0,0,0,0,0,0,107
unitech the residences,flat,sector 33,1.35,8737.0,1545.0,Super Built up area 1545(143.54 sq.m.),3,4,2,8.0,North-East,Moderately Old,1545.0,,,0,1,0,0,0,0,49
zara aavaas,flat,sector 104,0.2,6645.0,301.0,Built Up area: 301 (27.96 sq.m.),1,1,1,3.0,North-East,Undefined,,301.0,,0,0,0,0,0,0,67
ansal api esencia,flat,sector 67,1.0,6435.0,1554.0,Super Built up area 1554(144.37 sq.m.),3,3,3+,2.0,,Moderately Old,1554.0,,,0,0,0,0,0,0,9
independent,house,sector 3,0.37,7916.0,467.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1.0,,Relatively New,,480.0,,0,0,0,0,0,0,0
ats tourmaline,flat,sector 109,1.5,6976.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,3+,4.0,North-West,Relatively New,2150.0,1797.0,1670.0,0,1,0,0,0,0,39
tulip violet,flat,sector 69,1.76,8756.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,6.0,North,Relatively New,2010.0,,,0,0,0,0,0,0,108
emaar gurgaon greens,flat,sector 102,1.45,14179.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,0,165
emaar mgf the palm drive,flat,sector 66,2.8,14358.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,12.0,East,New Property,1950.0,1920.0,1600.0,1,1,0,0,0,2,69
chd avenue,flat,sector 71,1.0,6734.0,1485.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,3.0,North,Relatively New,1485.0,,,0,0,0,0,0,1,7
independent,house,sector 7,0.89,18658.0,477.0,Plot area 477(44.31 sq.m.),5,3,2,2.0,East,Old Property,,477.0,,0,0,0,0,0,0,8
sidhivinayak apartments,flat,sector 55,1.9,10555.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Moderately Old,,,1800.0,0,0,0,0,0,2,35
bestech park view city,flat,sector 48,2.65,10323.0,2567.0,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,11.0,North-East,Moderately Old,2567.0,,1750.0,1,1,0,0,0,1,174
mariners home,flat,sector 56,2.11,8612.0,2450.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3,2,3,4.0,South,Relatively New,2450.0,2250.0,2150.0,0,0,0,0,1,1,126
emaar digihomes,flat,sector 62,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33.0,East,New Property,,,2588.0,0,1,0,0,0,1,49
kamroon court,flat,sector 43,2.75,13750.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3,4,3+,5.0,North-East,Moderately Old,,,2000.0,0,1,0,0,1,1,49
sidhartha ncr one,flat,sector 95,0.55,5556.0,990.0,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,15.0,North-East,Undefined,,990.0,950.0,0,0,0,0,0,0,0
independent,house,sector 14,5.5,16975.0,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,4,2,2.0,East,Old Property,,355.0,300.0,1,0,0,0,0,0,27
eldeco accolade,flat,sohna road road,0.73,5752.0,1269.0,Super Built up area 1269(117.89 sq.m.),2,2,3,9.0,North-East,Relatively New,1269.0,,,0,0,0,0,0,0,103
today callidora,flat,sector 73,0.9,5548.0,1622.0,Built Up area: 1622 (150.69 sq.m.),3,3,3,3.0,East,Under Construction,,1622.0,,0,1,0,0,0,0,63
emaar mgf palm terraces select,flat,sector 66,3.4,14107.0,2410.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0,1,0,0,0,1,157
aipl zen residences,flat,sector 70a,1.34,10276.0,1304.0,Super Built up area 1304(121.15 sq.m.),2,2,3+,17.0,East,New Property,1304.0,,,0,0,0,0,0,1,110
pivotal devaan,flat,sector 84,0.41,7032.0,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,583.0,565.0,483.0,0,0,0,0,0,1,23
vipul tatvam villa,house,sector 48,5.5,21219.0,2592.0,Plot area 288(240.8 sq.m.),3,6,2,2.0,North,Moderately Old,,2592.0,,0,1,0,0,1,1,106
sare petioles,flat,sector 92,1.22,5250.0,2324.0,Built Up area: 2093 (194.45 sq.m.),4,3,3,9.0,,Under Construction,,2093.0,,0,1,0,0,0,0,99
afnhb jalvayu vihar,flat,sector 30,1.45,11153.0,1300.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3,2,2,2.0,North,Old Property,,1300.0,1090.0,0,0,0,0,0,2,75
ats triumph,flat,sector 104,2.0,8733.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,Relatively New,2290.0,,,0,1,0,0,0,0,60
shapoorji pallonji joyville gurugram,flat,sector 102,0.95,10383.0,915.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,Undefined,,915.0,858.0,0,0,0,0,0,0,0
tulip violet,flat,sector 69,1.4,8856.0,1581.0,Super Built up area 1578(146.6 sq.m.),3,3,2,9.0,West,Relatively New,1578.0,,,0,0,0,0,0,0,120
antriksh heights,flat,sector 84,0.88,4821.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,16.0,,Relatively New,1825.0,,,0,0,0,0,0,0,67
bestech park view spa next,flat,sector 67,2.72,11574.0,2350.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0.0,South-West,Relatively New,2350.0,2250.0,2001.0,0,1,0,0,0,1,128
bptp terra,flat,sector 37d,1.65,8790.0,1877.0,Super Built up area 1877(174.38 sq.m.),3,3,2,15.0,East,Relatively New,1877.0,,,0,0,0,0,0,0,116
m3m sky lofts,flat,sector 71,0.9,13177.0,683.0,Built Up area: 683 (63.45 sq.m.),1,1,0,6.0,,New Property,,683.0,,0,0,0,0,0,0,77
bptp terra,flat,sector 37d,1.45,8006.0,1811.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,8.0,South-East,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,0,149
hcbs sports ville,flat,sector 2,0.35,4375.0,800.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,8.0,East,Relatively New,,800.0,600.0,0,0,0,0,0,0,37
chd avenue,flat,sector 71,1.2,7407.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,4.0,North,Relatively New,1620.0,,,0,0,0,0,1,1,49
signature global city,house,sector 37d,1.27,8089.0,1570.0,Plot area 1570(145.86 sq.m.),3,3,3,4.0,East,Under Construction,,1570.0,,0,0,0,0,0,0,89
ss the leaf,flat,sector 85,2.0,8305.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8.0,East,Relatively New,2408.0,,,0,1,0,0,0,0,21
ss the leaf,flat,sector 85,1.3,7926.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,2,17.0,,New Property,1640.0,,,0,0,0,0,0,0,90
bestech park view grand spa,flat,sector 81,4.2,10000.0,4200.0,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,25.0,South,Relatively New,4200.0,,2900.0,0,1,0,0,0,1,90
ats tourmaline,flat,sector 109,1.65,7674.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,16.0,North-East,Relatively New,2150.0,,,0,1,0,0,0,1,49
emaar gurgaon greens,flat,sector 102,1.35,8181.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,0,100
shapoorji pallonji joyville gurugram,flat,sector 102,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,1359.0,,824.0,0,0,0,0,0,0,49
huda housing board colony,house,sector 31,4.6,31507.0,1460.0,Plot area 1460(135.64 sq.m.),6,4,3+,3.0,East,Old Property,,1460.0,,0,0,0,0,1,0,8
independent,house,sector 105,1.2,13333.0,900.0,Plot area 900(83.61 sq.m.),7,4,1,2.0,South-West,Moderately Old,,900.0,,0,0,0,0,1,0,14
eldeco accolade,flat,sohna road road,0.72,5735.0,1255.0,Carpet area: 1264 (117.43 sq.m.),2,2,3,8.0,West,Relatively New,,,1264.0,0,0,0,0,0,0,153
signature global park,flat,sohna road road,0.68,8252.0,824.0,Carpet area: 824 (76.55 sq.m.),2,2,2,3.0,,New Property,,,824.0,0,0,0,0,0,0,113
imperia the esfera,flat,sector 37c,0.85,5386.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,1578.0,,1310.0,1,0,0,0,0,0,49
antriksh heights,flat,sector 84,0.85,4927.0,1725.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,10.0,North,Relatively New,1725.0,,,1,0,0,0,0,0,52
international city by sobha phase 1,house,sector 109,5.7,10556.0,5400.0,Plot area 600(501.68 sq.m.),4,5,3+,3.0,East,Relatively New,,5400.0,,1,1,1,0,0,0,160
shree vardhman victoria,flat,sector 70,1.64,8384.0,1956.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,3.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,0,51
antriksh heights,flat,sector 84,0.85,5556.0,1530.0,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,New Property,1350.0,,,1,0,0,0,1,0,24
vatika independent floors,flat,sector 82,1.16,6987.0,1660.0,Carpet area: 1660 (154.22 sq.m.),3,3,3+,1.0,South-East,Relatively New,,,1660.0,0,1,1,0,0,1,151
sidhartha ncr one phase,flat,sector 95,0.43,3152.0,1364.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,6.0,North,Relatively New,1364.0,1300.0,1020.0,0,0,0,0,0,0,120
ambience creacions,flat,sector 22,3.2,11500.0,2783.0,Super Built up area 2781(258.36 sq.m.),3,4,3+,2.0,North-East,New Property,2781.0,,,0,0,0,0,0,0,42
green court,flat,sector 90,0.45,7188.0,626.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,,New Property,,,626.0,0,0,0,0,0,1,42
parsvnath green ville,flat,sector 48,1.75,7201.0,2430.0,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0,1,0,0,0,1,109
chd avenue,flat,sector 71,0.95,7929.0,1198.0,Super Built up area 1198(111.3 sq.m.),2,2,2,5.0,South,Moderately Old,1198.0,,,0,0,0,0,0,1,142
mapsko casa bella,flat,sector 82,1.75,6903.0,2535.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,West,Undefined,,2535.0,1960.0,0,0,0,0,0,0,54
signature global grand iva,flat,sector 103,0.3,8290.0,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,,New Property,,,361.88231799999994,0,0,0,0,0,0,37
ats tourmaline,flat,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,8.0,North-East,Relatively New,1750.0,1466.0,1350.0,0,0,1,0,0,0,119
independent,house,sector 25,9.9,29333.0,3375.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,,3375.0,,0,0,0,0,0,1,106
global height,flat,sohna road road,0.45,6338.0,710.0,Carpet area: 710 (65.96 sq.m.),2,2,2,6.0,East,Relatively New,,,710.0,0,0,0,0,0,2,49
micasa sec 68,flat,sohna road road,1.5,12244.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,11.0,,New Property,,,1225.0,0,0,0,0,0,0,44
hsiidc sidco shivalik apartments,flat,manesar,0.73,3560.0,2051.0,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,South,Moderately Old,2050.0,,1400.0,0,1,0,0,0,0,80
antriksh heights,flat,sector 84,0.84,4869.0,1725.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,8.0,,New Property,1725.0,,,0,0,0,0,0,0,60
tulip violet,flat,sector 69,1.3,8445.0,1539.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively New,1538.0,,,0,0,0,0,0,1,94
emaar mgf palm hills,flat,sector 77,1.09,5382.0,2025.0,Super Built up area 2025(188.13 sq.m.),3,4,3+,5.0,South,Relatively New,2025.0,,,0,1,0,0,1,1,167
ramprastha primera,flat,sector 37d,1.2,13333.0,900.0,Carpet area: 900 (83.61 sq.m.),3,3,3,5.0,North-East,Relatively New,,,900.0,0,0,1,0,0,0,50
silverglades hightown residences,flat,sector 43,4.2,19767.0,2125.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,2150.0,,,0,0,0,0,0,0,42
satya element one,flat,sector 49,0.94,14009.0,671.0,Carpet area: 671 (62.34 sq.m.),1,2,2,2.0,East,Undefined,,,671.0,0,0,0,0,0,0,0
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,3.0,North,Relatively New,,,1975.0,1,1,0,0,0,0,28
dlf city plots phase 2,house,sector 25,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,Moderately Old,,4518.0,,1,1,1,0,0,0,144
sbtl caladium,flat,sector 109,1.68,6601.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,Moderately Old,2545.0,,,0,1,0,0,0,0,134
ireo uptown,flat,sector 66,4.85,12999.0,3731.0,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),4,4,3+,15.0,North,Relatively New,3731.0,3500.0,3300.0,1,1,1,0,0,1,156
pivotal devaan,flat,sector 84,0.36,7588.0,474.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,9.0,West,Relatively New,583.0,,481.0,0,0,1,0,0,2,80
rof ananda,flat,sector 95,0.55,5500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,New Property,1000.0,,745.0,1,0,0,0,0,2,30
breez global heights 88a,flat,sector 88a,0.5,8375.0,597.0,Carpet area: 597 (55.46 sq.m.),3,2,2,2.0,,Under Construction,,,597.0,0,0,0,0,0,0,15
guru gram haryana cghs,flat,sector 56,1.38,7225.0,1910.0,Built Up area: 1910 (177.44 sq.m.),3,3,3,5.0,North,Moderately Old,,1910.0,,1,0,0,0,0,1,134
professors enclave cghs,flat,sector 56,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,Old Property,2000.0,1920.0,1850.0,0,1,0,0,0,1,104
m3m skywalk,flat,sector 74,1.48,12333.0,1200.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0,0,1,0,0,0,158
independent,house,sector 7,1.16,11717.0,990.0,Carpet area: 110 (91.97 sq.m.),5,4,2,1.0,North-East,Undefined,,,110.0,0,0,0,0,0,0,0
imperia the esfera,flat,sector 37c,0.95,5703.0,1666.0,Built Up area: 1578 (146.6 sq.m.),2,2,0,17.0,,Under Construction,,1578.0,,0,1,0,0,0,0,66
m3m capital,flat,sector 113,2.0,12012.0,1665.0,Super Built up area 1665(154.68 sq.m.),3,3,2,24.0,,Under Construction,1665.0,,,0,0,0,0,0,0,47
supertech araville,flat,sector 79,0.8,6178.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,9.0,,New Property,1295.0,,,0,0,0,0,1,0,24
imperia the esfera,flat,sector 37c,0.98,5399.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,9.0,South-West,Relatively New,1815.0,,1510.0,0,1,0,0,1,0,49
laxmi apartment sector 99a gurgaon,flat,sector 99a,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,4.0,,New Property,650.0,,550.0,0,0,0,0,0,0,44
dlf new town heights,flat,sector 90,1.42,4864.0,2919.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Moderately Old,2364.0,,,0,1,1,0,0,0,31
mrg skyline,flat,sector 106,1.82,13392.0,1359.0,Built Up area: 1359 (126.26 sq.m.)Carpet area: 952 sq.ft. (88.44 sq.m.),3,2,2,4.0,East,Undefined,,1359.0,952.0,0,0,0,0,0,0,0
kiran residency,flat,sector 56,1.5,6648.0,2256.0,Built Up area: 2250 (209.03 sq.m.),3,5,3+,4.0,South-East,Moderately Old,,2250.0,,1,0,0,0,0,1,134
bptp visionnaire,house,sector 70a,5.4,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3.0,North,Relatively New,,2610.0,,1,1,1,0,0,1,136
capital residences 360,flat,sector 70a,1.1,7586.0,1450.0,Super Built up area 1450(134.71 sq.m.),2,2,2,10.0,South-East,Relatively New,1450.0,,,1,0,0,0,0,0,42
independent,house,sector 4,0.55,4074.0,1350.0,Plot area 1350(125.42 sq.m.),3,3,2,2.0,South,Relatively New,,1350.0,,0,0,0,0,1,0,7
ansal heights 86,flat,sector 86,0.82,6029.0,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,1,12.0,,New Property,1360.0,1300.0,1000.0,0,0,0,0,0,0,49
raheja atharva,flat,sector 109,0.79,7931.0,996.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3,2,2,3.0,,Relatively New,1457.0,,996.0,0,0,0,0,0,1,44
supertech araville,flat,sector 79,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3.0,North,Relatively New,,,1945.0,0,0,0,0,0,0,0
gls arawali homes,flat,sohna road road,0.27,4600.0,587.0,Super Built up area 576(53.51 sq.m.),2,2,2,5.0,,New Property,576.0,,,0,0,0,0,0,0,42
dlf park place,flat,sector 54,4.85,30180.0,1607.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3,4,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0,1,0,0,0,2,158
puri emerald bay,flat,sector 104,2.45,10000.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,Relatively New,2450.0,,1840.0,0,1,0,0,0,1,56
signature global solera,flat,sector 107,0.28,5725.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,6.0,West,Relatively New,,,489.0,0,0,0,0,0,0,45
iffco nagar and 17b rwa,house,sector 17,2.98,20566.0,1449.0,Plot area 161(134.62 sq.m.),6,6,3+,3.0,East,Relatively New,,1449.0,,1,0,0,0,0,0,78
ramprastha the edge towers,flat,sector 37d,0.8,8888.0,900.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1310 sq.ft. (121.7 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,10.0,South-East,Relatively New,1380.0,1310.0,900.0,0,0,0,0,1,0,166
signature global park,flat,sohna road road,0.85,7863.0,1081.0,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),3,2,2,4.0,East,New Property,1081.0,1080.0,670.0,0,0,0,0,0,0,23
sare homes,flat,sector 92,0.68,5238.0,1298.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Relatively New,,,1298.0,0,0,0,0,0,0,100
puri diplomatic greens,flat,sector 111,5.25,11666.0,4500.0,Super Built up area 4500(418.06 sq.m.),4,6,3+,7.0,East,Relatively New,4500.0,,,0,1,0,0,0,1,134
unitech south city,house,sector 50,5.88,27222.0,2160.0,Plot area 240(200.67 sq.m.),9,9,3+,3.0,East,Relatively New,,2160.0,,1,1,0,0,1,2,128
smart world gems,flat,sector 89,0.86,7796.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4.0,,Under Construction,1103.0,,,0,0,0,0,0,0,45
